disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
aids, patches_in_throat, high_fever, extra_marital_contacts,
aids, muscle_wasting, high_fever, extra_marital_contacts,
aids, muscle_wasting, patches_in_throat, extra_marital_contacts,
aids, muscle_wasting, patches_in_throat, high_fever,
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
aids, patches_in_throat, high_fever, extra_marital_contacts,
aids, muscle_wasting, high_fever, extra_marital_contacts,
aids, muscle_wasting, patches_in_throat, high_fever,
diabetes, fatigue, weight_loss, restlessness, lethargy
diabetes, fatigue, weight_loss, restlessness, lethargy
diabetes, weight_loss, restlessness, lethargy, irregular_sugar_level
diabetes, fatigue, restlessness, lethargy, irregular_sugar_level
diabetes, fatigue, weight_loss, lethargy, irregular_sugar_level
diabetes, fatigue, weight_loss, restlessness, irregular_sugar_level
diabetes, fatigue, weight_loss, restlessness, lethargy
diabetes, fatigue, weight_loss, restlessness, lethargy
diabetes, fatigue, weight_loss, restlessness, lethargy
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
gastroenteritis, sunken_eyes, dehydration, diarrhoea,
gastroenteritis, vomiting, dehydration, diarrhoea,
gastroenteritis, vomiting, sunken_eyes, diarrhoea,
gastroenteritis, vomiting, sunken_eyes, dehydration,
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
gastroenteritis, sunken_eyes, dehydration, diarrhoea,
gastroenteritis, vomiting, dehydration, diarrhoea,
gastroenteritis, vomiting, sunken_eyes, diarrhoea,
bronchial asthma, fatigue, cough, high_fever, breathlessness
bronchial asthma, cough, high_fever, breathlessness, family_history
bronchial asthma, fatigue, high_fever, breathlessness, family_history
bronchial asthma, fatigue, cough, breathlessness, family_history
bronchial asthma, fatigue, cough, high_fever, family_history
bronchial asthma, fatigue, cough, high_fever, breathlessness
bronchial asthma, fatigue, cough, high_fever, breathlessness
bronchial asthma, fatigue, cough, high_fever, breathlessness
bronchial asthma, cough, high_fever, breathlessness, family_history
bronchial asthma, fatigue, high_fever, breathlessness, family_history
hypertension, headache, chest_pain, dizziness, loss_of_balance
hypertension, chest_pain, dizziness, loss_of_balance, lack_of_concentration
hypertension, headache, dizziness, loss_of_balance, lack_of_concentration
hypertension, headache, chest_pain, loss_of_balance, lack_of_concentration
hypertension, headache, chest_pain, dizziness, lack_of_concentration
hypertension, headache, chest_pain, dizziness, loss_of_balance
hypertension, headache, chest_pain, dizziness, loss_of_balance
hypertension, chest_pain, dizziness, loss_of_balance, lack_of_concentration
hypertension, headache, dizziness, loss_of_balance, lack_of_concentration
hypertension, headache, chest_pain, loss_of_balance, lack_of_concentration
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
migraine, acidity, indigestion, headache, excessive_hunger
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
jaundice,itching, vomiting, fatigue, weight_loss
jaundice,itching, vomiting, fatigue, weight_loss
jaundice, vomiting, fatigue, weight_loss, high_fever
jaundice,itching, fatigue, weight_loss, high_fever
jaundice,itching, vomiting, weight_loss, high_fever
jaundice,itching, vomiting, fatigue, high_fever
jaundice,itching, vomiting, fatigue, weight_loss
jaundice,itching, vomiting, fatigue, weight_loss
jaundice,itching, vomiting, fatigue, weight_loss
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
malaria, chills, vomiting, high_fever, sweating
malaria, chills, vomiting, high_fever, sweating
malaria, vomiting, high_fever, sweating, headache
malaria, chills, high_fever, sweating, headache
malaria, chills, vomiting, sweating, headache
malaria, chills, vomiting, high_fever, headache
malaria, chills, vomiting, high_fever, sweating
malaria, chills, vomiting, high_fever, sweating
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
chicken pox, skin_rash, fatigue, lethargy, high_fever
chicken pox,itching, fatigue, lethargy, high_fever
chicken pox,itching, skin_rash, lethargy, high_fever
chicken pox,itching, skin_rash, fatigue, high_fever
chicken pox,itching, skin_rash, fatigue, lethargy
chicken pox,itching, skin_rash, fatigue, lethargy
chicken pox,itching, skin_rash, fatigue, lethargy
chicken pox,itching, skin_rash, fatigue, lethargy
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
dengue, skin_rash, chills, joint_pain, vomiting
dengue, skin_rash, chills, joint_pain, vomiting
dengue, skin_rash, chills, joint_pain, vomiting
dengue, chills, joint_pain, vomiting, fatigue
dengue, skin_rash, joint_pain, vomiting, fatigue
dengue, skin_rash, chills, vomiting, fatigue
dengue, skin_rash, chills, joint_pain, fatigue
dengue, skin_rash, chills, joint_pain, vomiting
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, vomiting, fatigue, high_fever
typhoid, chills, fatigue, high_fever, headache
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis a, vomiting, yellowish_skin, dark_urine, nausea
hepatitis a, joint_pain, yellowish_skin, dark_urine, nausea
hepatitis a, joint_pain, vomiting, dark_urine, nausea
hepatitis a, joint_pain, vomiting, yellowish_skin, nausea
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b, fatigue, lethargy, yellowish_skin, dark_urine
hepatitis b,itching, lethargy, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
hepatitis c, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
hepatitis c, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
hepatitis c, fatigue, yellowish_skin, nausea, yellowing_of_eyes
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, vomiting, fatigue, yellowish_skin, dark_urine
hepatitis d, joint_pain, fatigue, yellowish_skin, dark_urine
hepatitis d, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis d, joint_pain, vomiting, fatigue, dark_urine
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, vomiting, fatigue, high_fever, yellowish_skin
hepatitis e, joint_pain, fatigue, high_fever, yellowish_skin
hepatitis e, joint_pain, vomiting, high_fever, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, vomiting, fatigue, weight_loss, cough
tuberculosis, chills, fatigue, weight_loss, cough
tuberculosis, chills, vomiting, weight_loss, cough
tuberculosis, chills, vomiting, fatigue, cough
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
common cold, chills, fatigue, cough, high_fever
common cold, continuous_sneezing, fatigue, cough, high_fever
common cold, continuous_sneezing, chills, cough, high_fever
common cold, continuous_sneezing, chills, fatigue, high_fever
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
pneumonia, fatigue, cough, high_fever, breathlessness
pneumonia, chills, cough, high_fever, breathlessness
pneumonia, chills, fatigue, high_fever, breathlessness
pneumonia, chills, fatigue, cough, breathlessness
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
